RUBRO;SUB_RUBRO;MARCA;MARCA_APERNET_ID;SUCURSAL;SUCURSAL_APERNET_ID;CALLE;NRO;LOCALIDAD;LATITUD;LONGITUD;LOCALIDAD_ZONAL;LOCALIDAD_ZONA
Gastronomía;Comidas Rápidas;Beto‚s;44771;PORTAL DE NEUQUÉN€;55430;JUAN J LASTRA;2400;NEUQUEN;-38,95936;-68,09365;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;TORTUGUITAS;56339;Panamericana Km 36.5 - Ramal Pilar;;PILAR;-34,45329;-58,73162;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Gastronomía;Comidas Rápidas;Beto‚s;44771;CATAMARCA€;56341;Av. Gob. Felipe Figueroa esq. Ignacio de Agüero;;SAN FDO DEL VALLE DE CATAMARCA;-28,46576;-65,8018;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;YERBA BUENA€;55416;F CARIOLA;42;YERBA BUENA;-26,82101;-65,26594;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SANTIAGO DEL ESTERO;55417;AV RIVADAVIA OESTE PROLONG;;SANTIAGO DEL ESTERO;-27,7932;-64,2623;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;Boulevard Jardín;55461;Elias Yofre;885;CORDOBA;-31,45074;-64,18433;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;LIBERTADOR;55396;AV DEL LIB G SAN MARTIN;525;VILLA MARIA;-32,42259;-63,24912;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SAN MARTÍN DE LOS ANDES;55429;AV SAN MARTIN;779;SAN MARTIN DE LOS ANDES;-40,15713;-71,35143;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;PLAZA OESTE SHOPPING MORON;55407;BV J MANUEL DE ROSAS;658;CASTELAR;-34,63373;-58,62906;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Comidas Rápidas;Beto‚s;44771;GALERIAS PACÍFICO;56340;Av. Cordoba y Florida;;RETIRO;-34,59869;-58,37759;CABA SUR;CABA
Gastronomía;Comidas Rápidas;Beto‚s;44771;USHUAIA€;55432;PERITO F P MORENO;1460;USHUAIA;-54,8043;-68,3172;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;VILLA ALLENDE;55398;AV SAENZ PEÑA;318;VILLA ALLENDE;-31,2944;-64,2947;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;RIO GALLEGOS;55469;Av. doctor nestor Kirchner;1142;RIO GALLEGOS;51,62;-69,2208;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;PASEO RIVERA INDARTE;55466;Ricardo Rojas;9200;CORDOBA;-31,33018;-64,29604;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;FOTTHERINGHAM€;55428;FOTHERINGHAM;178;NEUQUEN;-38,95317;-68,06918;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;AV. COLÓN;55436;AV. COLÓN;5496;CORDOBA;-31,3956;-64,25631;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SAN MIGUEL;55410;SOLD EX COMB DE MALVINAS;1354;LOS POLVORINES;-34,50515;-58,71483;SAN MIGUEL - JOSE C PAZ - MALVINAS;GBA Oeste
Gastronomía;Comidas Rápidas;Beto‚s;44771;EL DORADO;55418;AV SAN MARTIN;3377;ELDORADO;-26,4108;-54,6237;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;PASEO LA RIBERA€;55392;AV ESPAÑA;116;RIO CUARTO;-33,11766;-64,34776;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;RAFAELA;56345;Colectora Conscripto Zurbriggen;865;RAFAELA;-31,2424;-61,50756;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;PARQUE BROWN;55405;AV FERNANDEZ DE LA CRUZ;4602;VILLA SOLDATI;-34,67501;-58,46103;CABA OESTE;CABA
Gastronomía;Comidas Rápidas;Beto‚s;44771;Posadas;55485;Junin esq. Tucumán;154;POSADAS;-27,37222;-55,89858;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;VILLAGE CABALLITO;55404;AV B RIVADAVIA;5045;CABALLITO;-34,61843;-58,43716;CABA OESTE;CABA
Gastronomía;Comidas Rápidas;Beto‚s;44771;NVA. CBA. ITUZAINGO€;55386;ITUZAINGO;612;CORDOBA;-31,4243;-64,18437;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;LA BARRACA;56348;Las Cañas;1833;VILLA NUEVA DE GUAYMALLEN;-32,91452;-68,82374;INTERIOR;INTERIOR
Moda;Indumentaria;Bewiki;5170;Villa del Parque;12435;Av. Francísco Beiro;3196;VILLA DEL PARQUE;-34,59746;-58,49821;CABA OESTE;CABA
Moda;Indumentaria;BICHI LENCERIA;3945;Gualeguay;9812;Rivadavia;97;GUALEGUAY;-33,33089;-60,21346;INTERIOR;INTERIOR
Entretenimiento;Deportes;Bikram Yoga;5869;San Isidro;14214;Av. Centenario;780;SAN ISIDRO;-34,46817;-58,51825;SAN ISIDRO;GBA Norte
Gastronomía;Restaurantes;Bingo Mirador;10090;Bingo Mirador;20124;Juan Manuel de Rosas;30;LOMAS DEL MIRADOR;-34,66274;-58,51875;MATANZA;GBA Oeste
Gastronomía;Restaurantes;Bingo Oasis Pilar;5756;Pilar;13893;Panamericana Km 50.5, Ramal Pilar;;PILAR;-34,45591;-58,90833;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Entretenimiento;Deportes;BIO PILATES;4335;Bahía Blanca;10838;Castelli;43;BAHIA BLANCA;-38,72136;-62,27111;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Bistro;116185;Bistro;126187;GRAL MITRE;376;LOMAS DE ZAMORA;-34,76506;-58,40299;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Gastronomía;Restaurantes;Bistro del poeta;1585;Restaurante de Holiday Inn;4514;Beltrán;(esq.) Cardeñosa;CORDOBA;-31,39893;-64,18213;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Bistró Recoleta;36591;Bistró Recoleta-HOTEL MELIA RECOLETA PLAZA;46941;Posadas 1557;1557;RECOLETA;-34,58709;-58,38983;CABA SUR;CABA
Hogar;Equipamiento;Blaisten;5841;Outlet Blaisten Floresta;14157;Av. Juan Bautista Alberdi;3840;FLORESTA;-34,63727;-58,47915;CABA OESTE;CABA
Hogar;Equipamiento;Blaisten;5841;Blaisten Palermo;14150;Av. Juan B Justo;1380;PALERMO;-34,58455;-58,43362;CABA NORTE;CABA
Hogar;Equipamiento;Blaisten;5841;Blaisten Barracas;14153;Av. Herrera;1257;BARRACAS;-34,63848;-58,37716;CABA SUR;CABA
Hogar;Equipamiento;Blaisten;5841;Blaisten San Justo;14151;Juan Manuel de Rosas;4940;SAN JUSTO;-34,68962;-58,56758;MATANZA;GBA Oeste
Hogar;Equipamiento;Blaisten;5841;Blaisten Pilar;14155;Panamericana;;PILAR;-34,45591;-58,90833;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Hogar;Equipamiento;Blaisten;5841;Blaisten Martínez;14152;Av. Fondo de la Legua;1500;MARTINEZ;-34,50328;-58,53912;SAN ISIDRO;GBA Norte
Hogar;Equipamiento;Blaisten;5841;Blaisten Flores;14149;€Av. Juan Bautista Alberdi;3928;FLORES;-34,63799;-58,48069;CABA OESTE;CABA
Hogar;Equipamiento;Blaisten;5841;Blaisten Castelar;14154;Av. Pte. Perón;6383;CASTELAR;-34,7007;-58,63957;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Hogar;Equipamiento;Blaisten;5841;Blaisten Quilmes;14156;Av. Calchaquí;3950;QUILMES;-34,7597;-58,27878;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Heladerías;Heladerías;Blake Lanus;116189;Blake Lanus;126200;ONCATIVO;1784;LANUS;-34,70871;-58,38477;LANUS / AVELLANEDA;GBA Sur
Hogar;Colchones;BLANCOAMOR;116370;BLANCOAMOR;126375;PERITO F P MORENO;435;NEUQUEN;-38,95827;-68,05298;INTERIOR;INTERIOR
Hogar;Colchones;BLANCOAMOR;116370;BLANCOAMOR;126374;DR T PLANAS;469;NEUQUEN;-38,95913;-68,06589;INTERIOR;INTERIOR
Hogar;Colchones;BLANCOAMOR;116370;BLANCOAMOR;126376;GODOY;616;NEUQUEN;-38,9515;-68,0839;INTERIOR;INTERIOR
Hogar;Colchones;BLANCOAMOR;116370;BLANCOAMOR;126377;PERITO F P MORENO;325;NEUQUEN;-38,95826;-68,05448;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Blonda;36563;Blonda-Palermo;46942;ANDRES ARGUIBEL;2824;PALERMO;-34,57244;-58,43213;CABA NORTE;CABA
Cuidado Personal;Centros de Estética;Blue Sun Solarium;4500;BAHIA BLANCA;11453;Soler;142;BAHIA BLANCA;-38,71722;-62,26226;INTERIOR;INTERIOR
Cuidado Personal;Centros de Estética;Blue Sun Solarium;4500;BAHIA BLANCA;11452;Av. Alem;505;BAHIA BLANCA;-38,70964;-62,26409;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Boca a Boca;6046;La Boca;14584;Av Benito Perez Galdós;207;LA BOCA;-34,63925;-58,36334;CABA SUR;CABA
Compras;Otros;Bodega Montequieto;5302;AGRELO;12769;Cobos;12290;LUJAN DE CUYO;-33,11816;-68,88548;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Bodega Negra;7721;Bodega Negra - Las cañitas;17722;Baez;358;BELGRANO;-34,572;-58,43229;CABA NORTE;CABA
Compras;Otros;Bodega Norton;5377;Mendoza;12954;Ruta Provincial 15 Km 23,5;S/N;PERDRIEL;-32,89018;-68,84405;INTERIOR;INTERIOR
Compras;Otros;Bodega Restaurant Filósofos;5304;Carrodilla;12771;San Martín;6298;LUJAN DE CUYO;-33,00528;-68,86763;INTERIOR;INTERIOR
Compras;Otros;Bodega Séptima;5379;Mendoza;12957;Ruta Internacional 7 km 1061, Agrelo;S/N;LUJAN DE CUYO;-33,08399;-68,88657;INTERIOR;INTERIOR
Compras;Otros;Bodega Tapiz;5305;Agrelo;12772;Ruta 15kM. 32;;LUJAN DE CUYO;-33,08399;-68,88657;INTERIOR;INTERIOR
Compras;Otros;Bodega Vistalba;5306;Vistalba;12773;Roque Saenz Peña;3531;VISTALBA;-32,90748;-68,88284;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Bodensee, Lo del Alemán;408;Palermo;1868;Honduras;6000;PALERMO;-34,58099;-58,4404;CABA NORTE;CABA
Cuidado Personal;Centros de Estética;Bodynice Center;6100;Belgrano;14708;Ciudad de La Paz;1701;BELGRANO;-34,56628;-58,45453;CABA NORTE;CABA
Gastronomía;Delivery;Bokoto;721;Las Cañitas;2771;Huergo;259;BELGRANO;-34,57314;-58,43145;CABA NORTE;CABA
Gastronomía;Restaurantes;Bokoto Sushi;718;Las Cañitas;2768;Huergo;261;BELGRANO;-34,57314;-58,43145;CABA NORTE;CABA
Gastronomía;Restaurantes;Bokoto Sushi;718;Bokoto Sushi Restaurant;17855;Baez;243;BELGRANO;-34,57239;-58,43056;CABA NORTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;PATERNAL;126637;AV SAN MARTIN;2317;PATERNAL;-34,60384;-58,46041;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;TRIBUNALES II;126651;GRAL JUAN LAVALLE;1300;SAN NICOLAS;-34,60278;-58,38493;CABA SUR;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;TIGRE;126382;AV D M CAZON;1401;TIGRE;-34,42407;-58,57862;TIGRE / SAN FERNANDO;GBA Norte
Gastronomía;Bares y Cafés;Bonafide;3823;MORENO;126383;TUCUMAN;191;MORENO;-34,64681;-58,79309;MORENO / GRAL RODRIGUEZ / LUJAN;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;LANUS II;126664;DEL VALLE IBERLUCEA;4842;LANUS;-34,73035;-58,39762;LANUS / AVELLANEDA;GBA Sur
Gastronomía;Bares y Cafés;Bonafide;3823;BILLINGHURST;126643;BILLINGHURST;2202;RECOLETA;-34,58608;-58,40661;CABA SUR;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;RIV. Y PUMACAHUA;126647;AV B RIVADAVIA;6300;FLORES;-34,62617;-58,45506;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;NUÑEZ;126641;AV CABILDO;3614;NUÑEZ;-34,54995;-58,46746;CABA NORTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;LA PLATA CALLE 7 (NORTE);126669;Calle 12;1289;LA PLATA;-34,92451;-57,95028;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Bonafide;3823;FLORES III;126648;GAVILAN;1207;CABALLITO;-34,61597;-58,46574;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;PARQUE CENTENARIO;126644;AV A GALLARDO;602;VILLA CRESPO;-34,60571;-58,43935;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;V BOSCH;126386;GAUCHO CRUZ;5500;VILLA BOSCH;-34,58886;-58,57198;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;SAN MARTIN;126667;Belgrano;3784;VILLA BALLESTER;-34,57781;-58,53969;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;LAS HERAS;126636;AV GRAL LAS HERAS;2963;RECOLETA;-34,58334;-58,40322;CABA SUR;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;CASTELAR II;126661;SANTA ROSA;1365;CASTELAR;-34,64426;-58,65682;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;FLORES IV;126649;AV B RIVADAVIA;6153;FLORES;-34,6252;-58,45316;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;TUCUMAN (retiro);126655;TUCUMAN;486;RETIRO;-34,60107;-58,3736;CABA SUR;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;PELLEGRINI;126653;C PELLEGRINI;761;RETIRO;-34,59978;-58,38125;CABA SUR;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;RAMOS MEJIA;126658;AV RIVADAVIA;13994;RAMOS MEJIA;-34,64076;-58,564;MATANZA;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;DEVOTO SHOPPING;126634;JOSE P VARELA;4888;VILLA DEVOTO;-34,61135;-58,5181;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;ITUZAINGO;126381;MARTIN FIERRO;2936;ITUZAINGO;-34,62803;-58,69158;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;CALLAO;126640;AV CALLAO;1165;RECOLETA;-34,59526;-58,39309;CABA SUR;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;PARAGUAY;126654;ESMERALDA;610;RETIRO;-34,60104;-58,37823;CABA SUR;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;ALBERTI;126638;AV B RIVADAVIA;2496;ALMAGRO;-34,60995;-58,40153;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;ARTIGAS;126631;GRAL JOSE G ARTIGAS;4708;VILLA PUEYRREDON;-34,58334;-58,49786;CABA NORTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;NAZCA;126642;AV NAZCA;4086;AGRONOMIA;-34,59232;-58,49685;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;CASTELAR;126659;GDOR I ARIAS;2308;CASTELAR;-34,65139;-58,64115;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;SARMIENTO (florida);126652;DOMINGO F SARMIENTO;656;RETIRO;-34,60473;-58,37587;CABA SUR;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;BOEDO II;126663;AV SAN JUAN;3901;BOEDO;-34,62594;-58,42051;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;TRIBUNALES II;126645;TALCAHUANO;862;RECOLETA;-34,59866;-58,38556;CABA SUR;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;SAN JUSTO;126668;Arieta;3335;SAN JUSTO;-34,6803;-58,56038;MATANZA;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;CID CAMPEADOR;126646;CNEL A FIGUEROA;675;VILLA CRESPO;-34,60648;-58,44902;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;LINIERS;126656;MONTIEL;141;LINIERS;-34,64087;-58,52642;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;LACROZE;126650;AV F LACROZE;2459;BELGRANO;-34,57041;-58,44522;CABA NORTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;CORDOBA;126635;AV CORDOBA;1841;RECOLETA;-34,59954;-58,3935;CABA SUR;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;MERLO;126384;CHACABUCO;692;MERLO;-34,67035;-58,72603;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;SAN MIGUEL;126385;ITALIA;1663;SAN MIGUEL;-34,54738;-58,71187;SAN MIGUEL - JOSE C PAZ - MALVINAS;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;Paseo de las Terrazas;13529;Av. Santa Rosa;1365;CASTELAR;-34,64426;-58,65696;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;HAEDO;126657;AV RIVADAVIA;16301;HAEDO;-34,64598;-58,59332;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;LA PLATA CALLE 12 (SUR);126666;AVENIDA 7;835;LA PLATA;-34,91416;-57,95083;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Bonafide;3823;MUNRO;126665;AV DR VELEZ SARSFIELD;4181;MUNRO;-34,52762;-58,51881;VICENTE LOPEZ;GBA Norte
Gastronomía;Bares y Cafés;Bonafide;3823;ITUZAINGO;126380;CNEL P ZUFRIATEGUI;786;ITUZAINGO;-34,65843;-58,66579;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;ITALIANO;126639;CNEL J PRINGLES;432;ALMAGRO;-34,60677;-58,42776;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;ALMAGRO;126632;AV CORRIENTES;4594;ALMAGRO;-34,60234;-58,42984;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;MORON;126660;25 DE MAYO;91;MORON;-34,64912;-58,61994;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Bares y Cafés;Bonafide;3823;LACREZE 4001;126662;AV F LACROZE;4001;COLEGIALES;-34,58538;-58,45429;CABA NORTE;CABA
Gastronomía;Bares y Cafés;Bonafide;3823;MEDRANO;126633;AV B RIVADAVIA;3605;BOEDO;-34,61085;-58,41753;CABA OESTE;CABA
Gastronomía;Restaurantes;Bonic;7716;Bonic- Villa Urquiza;17717;Alvarez Thomas;1700;VILLA URQUIZA;-34,57901;-58,46599;CABA NORTE;CABA
Viajes y Turismo;Agencias y Paquetes;Bora Bora Viajes;113661;La capital;123859;DIAGONAL GOYENA;3284;SANTA FE;-31,61557;-60,70881;INTERIOR;INTERIOR
Moda;Niños;Borboleta Cosas Bellas;4882;Gualeguaychú;11892;25 de Mayo;848;GUALEGUAYCHU;-33,00939;-58,51625;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;BORKEN BAR CERVECERO;116371;BORKEN BAR CERVECERO;126378;ALBERDI;158;NEUQUEN;0;0;INTERIOR;INTERIOR
Viajes y Turismo;Hoteles;Bosque de Bohemia;6170;Tigre;14939;Arroyo Antequera;410;TIGRE;-34,42509;-58,57966;TIGRE / SAN FERNANDO;GBA Norte
Viajes y Turismo;Hoteles;Bosque Encantado;1534;Villa Icho Cruz;4422;Av. Concordia esquina Ubajay;300;ICHO CRUZ SIERRAS;-31,49639;-64,57524;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Bossi Restaurante;5992;Galería del Parque;14472;Rogelio Yrirtia;6006;SAAVEDRA;-34,56429;-58,50356;CABA NORTE;CABA
Gastronomía;Restaurantes;Boutique de Pizzas;5073;Nuñez;12302;Ciudad de La Paz;3204;NUÑEZ;-34,55346;-58,46639;CABA NORTE;CABA
Entretenimiento;Parques y Juegos;Bowling & Co Norcenter;330;Norcenter Lifestyle Mall;1662;Esteban Echeverría;3750;VICENTE LOPEZ;-34,84909;-58,44444;VICENTE LOPEZ;GBA Norte
Viajes y Turismo;Hoteles;Brisas del Lago Apart Hotel;5508;Entre Ríos;13336;Paraná;3206;FEDERACION;-30,98095;-57,93045;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Brujas;5208;Tigre;12553;Paseo Victorica;380;TIGRE;-34,41437;-58,58355;TIGRE / SAN FERNANDO;GBA Norte
Gastronomía;Bares y Cafés;Brunch;11717;Brunch - Rosario;21720;RIOJA;1261;ROSARIO;-32,94721;-60,64062;INTERIOR;INTERIOR
Gastronomía;Restaurantes;BUENAS Y SANTAS;115978;BUENAS Y SANTAS;125992;MARCIAL CANDIOTI;3137;SANTA FE;-31,64146;-60,69654;INTERIOR;INTERIOR
Moda;Indumentaria;Buika Bikinis;37433;Buika Bikinis-Chacarita;47444;Forest;396;CHACARITA;-34,5872;-58,45435;CABA OESTE;CABA
Gastronomía;Bares y Cafés;BURGAS BURGER JOINT & BEER;116395;BURGAS BURGER JOINT & BEER;126410;GDOR ELORDI;81;NEUQUEN;-38,94953;-68,06041;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Burger King;2630;Perú;15988;Perú;1;SAN NICOLAS;-34,60859;-58,37493;CABA SUR;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Merlo;16049;Av. Del Libertador;707;MERLO;-34,66657;-58,72695;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Comidas Rápidas;Burger King;2630;Ecuador;16000;Av. Santa Fe;2575;RECOLETA;-34,59415;-58,40328;CABA SUR;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Quesada;16025;Av. Cabildo;2973;NUÑEZ;-34,55478;-58,46325;CABA NORTE;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Alto Noa;16051;Av. Virrey Toledo;702;SALTA;-24,78293;-65,41216;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Burger King;2630;Nuevo Centro;16028;Duarte Quiroz;1400;CORDOBA;-31,4132;-64,20438;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Burger King;2630;Rodriguez Peña;16020;Av. Córdoba;1733;SAN TELMO;-34,59934;-58,38815;CABA SUR;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Olivos;16022;Av. Maipú;2920;OLIVOS;-34,50927;-58,4917;VICENTE LOPEZ;GBA Norte
Gastronomía;Comidas Rápidas;Burger King;2630;BK vicente Lopez;18556;Av. Libertador;1829;VICENTE LOPEZ;-34,52067;-58,47769;VICENTE LOPEZ;GBA Norte
Gastronomía;Comidas Rápidas;Burger King;2630;Galerías Pacífico;14650;Florida;737;SAN NICOLAS;-34,59943;-58,37537;CABA SUR;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;San Justo;16062;Dr. Ignacio Arieta;3545;SAN JUSTO;-34,6822;-58,5559;MATANZA;GBA Oeste
Gastronomía;Comidas Rápidas;Burger King;2630;Alto Rosario;16023;Junin;385;ROSARIO;0;0;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Burger King;2630;Brown;16018;Av. Francisco Fernandez de la Cruz;4602;VILLA LUGANO;-34,68333;-58,46667;CABA OESTE;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Once;16001;Av. Pueyrredón;320;BALVANERA;-34,60636;-58,40592;CABA OESTE;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Lanús Este;16067;9 de Julio;1415;LANUS;-34,70992;-58,38768;LANUS / AVELLANEDA;GBA Sur
Gastronomía;Comidas Rápidas;Burger King;2630;Alto Comahue;16217;Av. Dr. Ramón;355;NEUQUEN;-38,95245;-68,06414;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Burger King;2630;Rivera Indarte;16216;Enrique Bordeau;7571;CORDOBA;-31,32213;-64,26797;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Burger King;2630;Lavalle;16013;Lavalle;727;RETIRO;-34,60231;-58,37708;CABA SUR;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Portal Neuquén;16061;Juan Julián Lastra;2400;NEUQUEN;-38,95958;-68,09261;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Burger King;2630;Burger King - Moron II;44270;9 de Julio;2;MORON;-34,64809;-58,62067;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Comidas Rápidas;Burger King;2630;Soleil;16036;Bernardo de Irigoyen;2647;BOULOGNE;-34,49119;-58,58847;SAN ISIDRO;GBA Norte
Gastronomía;Comidas Rápidas;Burger King;2630;Pacífico;16012;Florida;737;RETIRO;-34,59943;-58,37537;CABA SUR;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Belgrano;15942;Av. Cabildo;2301;BELGRANO;-34,56012;-58,45826;CABA NORTE;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Cuenca;16053;Cuenca;3384;VILLA DEL PARQUE;-34,59872;-58,49727;CABA OESTE;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Acoyte;16011;Av. Rivadavia;5071;CABALLITO;-34,61869;-58,43738;CABA OESTE;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Tucumán Centro;16033;25 de Mayo;501;SAN MIGUEL DE TUCUMAN;-26,82429;-65,20297;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Burger King;2630;Uni TN;15996;Paraná;3745;MARTINEZ;-34,50877;-58,52176;SAN ISIDRO;GBA Norte
Gastronomía;Comidas Rápidas;Burger King;2630;Champagnat;16035;Av. Panamericana y Champagnat;;PILAR;-34,44146;-58,92403;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Gastronomía;Comidas Rápidas;Burger King;2630;Canning;16014;Av. Corrientes;5268;VILLA CRESPO;-34,59929;-58,43946;CABA OESTE;CABA
Gastronomía;Comidas Rápidas;Burger King;2630;Castelar;16055;Santa Rosa;esq Pontevedra;ITUZAINGO;-34,64094;-58,65728;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Comidas Rápidas;Burger King;2630;Torres del Sol;16041;Panamericana km 50;;PILAR;-34,43914;-58,85835;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Gastronomía;Comidas Rápidas;Burger King;2630;Cine;15991;Av. Corrientes;1770;SAN NICOLAS;-34,60446;-58,39184;CABA SUR;CABA
